"participant","date","direction test","start landmark","facing landmark","target landmark","bearing","actual direction","abs error","same or different route"
"Utah_104","2017-06-26 10:13:02 -0700","0","Snow Church","Sauer Center","Sauer Center","278","0.27926235158294926","82.27926235158293","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Snow Church","Sauer Center","Tobler Museum","0","63.69277616633406","63.692776166334056","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Sauer Center","Tobler Museum","Batty House","0","6.744508622348706","6.74450862234869","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Sauer Center","Tobler Museum","Lynch Station","0","17.76205492025987","17.762054920259857","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Sauer Center","Tobler Museum","Harris Hall","0","4.240040563502388","4.240040563502362","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Sauer Center","Tobler Museum","Harvey House","0","23.091344032837192","23.091344032837185","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Sauer Center","Tobler Museum","Golledge Hall","0","51.85616181338527","51.856161813385256","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Sauer Center","Tobler Museum","Snow Church","0","89.63525725921563","89.63525725921562","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Sauer Center","Tobler Museum","Sauer Center","285","107.16801914282013","177.83198085717987","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Sauer Center","Tobler Museum","Tobler Museum","244","2.713388186025341","118.71338818602533","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Tobler Museum","Golledge Hall","Batty House","0","136.41472816658103","136.41472816658103","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Tobler Museum","Golledge Hall","Lynch Station","0","151.18783075667287","151.18783075667287","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Tobler Museum","Golledge Hall","Harris Hall","0","134.13812897590958","134.13812897590958","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Tobler Museum","Golledge Hall","Harvey House","0","94.67158429901373","94.67158429901372","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Tobler Museum","Golledge Hall","Golledge Hall","81","14.726923962424317","66.27307603757568","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Tobler Museum","Golledge Hall","Snow Church","0","13.793808612176546","13.79380861217652","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Tobler Museum","Golledge Hall","Sauer Center","0","73.27642085298281","73.27642085298282","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Tobler Museum","Golledge Hall","Tobler Museum","248","122.22875743509849","125.77124256490151","same"
"Utah_105","2017-06-26 11:16:59 -0700","0","Batty House","Lynch Station","Batty House","336","96.33667364573546","120.33667364573546","same"
"Utah_105","2017-06-26 11:16:59 -0700","0","Batty House","Lynch Station","Lynch Station","303","47.3279838915145","104.32798389151449","same"
"Utah_105","2017-06-26 11:16:59 -0700","0","Batty House","Lynch Station","Harris Hall","322","37.52863730402908","75.52863730402908","same"
"Utah_105","2017-06-26 11:16:59 -0700","0","Batty House","Lynch Station","Harvey House","310","93.19423765817854","143.19423765817854","same"
"Utah_105","2017-06-26 11:16:59 -0700","0","Batty House","Lynch Station","Golledge Hall","66","51.76768153806619","14.232318461933808","different"
"Utah_105","2017-06-26 11:16:59 -0700","0","Batty House","Lynch Station","Snow Church","71","48.199475530819626","22.800524469180374","different"
"Utah_105","2017-06-26 11:16:59 -0700","0","Batty House","Lynch Station","Sauer Center","61","30.33169509747685","30.66830490252315","different"
"Utah_105","2017-06-26 11:16:59 -0700","0","Batty House","Lynch Station","Tobler Museum","78","37.308021981292235","40.691978018707765","different"
"Utah_105","2017-06-26 11:16:59 -0700","0","Lynch Station","Harris Hall","Batty House","320","130.6542463331721","170.6542463331721","same"
"Utah_105","2017-06-26 11:16:59 -0700","0","Lynch Station","Harris Hall","Lynch Station","281","162.74412789360767","118.25587210639233","same"
"Utah_105","2017-06-26 11:16:59 -0700","0","Lynch Station","Harris Hall","Harris Hall","316","7.021704670907995","51.02170467090798","same"
